"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Odisha","Bargarh","2023-06-04","2023","06","19.4770863836","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-05","2023","06","19.3904031616","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-06","2023","06","19.1885709324","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-07","2023","06","19.003283515","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-08","2023","06","18.9214407762","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-09","2023","06","18.780069614","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-11","2023","06","18.7505019716","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-10","2023","06","18.6538000084","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-12","2023","06","18.5987892518","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-13","2023","06","18.6833511227","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-14","2023","06","18.5625874031","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-15","2023","06","18.6206959026","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-16","2023","06","18.6161531128","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-17","2023","06","18.4600217358","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-18","2023","06","18.3191958382","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-19","2023","06","20.2683595485","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-20","2023","06","19.940341384","NRSC VIC MODEL"
"Odisha","Bargarh","2023-06-21","2023","06","22.6048930084","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-02","2023","06","20.2288082495","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-01","2023","06","21.237937796","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-03","2023","06","19.841030904","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-04","2023","06","19.4144135059","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-05","2023","06","20.4278452967","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-06","2023","06","19.3439632883","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-07","2023","06","20.4810706184","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-08","2023","06","19.4761000263","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-09","2023","06","19.3772139656","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-11","2023","06","21.5044650392","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-10","2023","06","20.4010961471","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-12","2023","06","21.1677749084","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-13","2023","06","21.796373467","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-14","2023","06","21.4089605432","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-15","2023","06","20.3229414139","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-16","2023","06","21.3205025995","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-17","2023","06","20.2807748736","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-18","2023","06","19.7476315228","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-19","2023","06","20.5396237071","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-20","2023","06","19.4109921209","NRSC VIC MODEL"
"Odisha","Bhadrak","2023-06-21","2023","06","18.6751970826","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-02","2023","06","16.7579976123","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-01","2023","06","17.2889418841","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-03","2023","06","16.3998052455","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-04","2023","06","16.1634337756","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-05","2023","06","16.3678302925","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-06","2023","06","16.0932353065","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-07","2023","06","15.8253401545","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-08","2023","06","15.7462260349","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-09","2023","06","15.5072545395","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-11","2023","06","15.4746045733","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-10","2023","06","15.2844743962","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-12","2023","06","15.2263560886","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-13","2023","06","15.1291891447","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-14","2023","06","14.910145587","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-15","2023","06","15.6134252885","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-16","2023","06","15.3702803303","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-17","2023","06","15.1372092762","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-18","2023","06","14.9204938093","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-19","2023","06","16.8586266324","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-20","2023","06","16.4424203809","NRSC VIC MODEL"
"Odisha","Boudh","2023-06-21","2023","06","16.0412292951","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-02","2023","06","19.4023207319","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-01","2023","06","20.1763739994","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-03","2023","06","18.8140412623","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-04","2023","06","18.6754004911","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-05","2023","06","20.0087888165","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-06","2023","06","19.0116668617","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-07","2023","06","19.4189024249","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-08","2023","06","19.1253260955","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-09","2023","06","18.7327906995","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-11","2023","06","19.5815579262","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-10","2023","06","18.2068320174","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-12","2023","06","18.8483105304","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-13","2023","06","20.4390908541","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-14","2023","06","20.0338864523","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-15","2023","06","19.3288607314","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-16","2023","06","18.7350766879","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-17","2023","06","18.3036667371","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-18","2023","06","17.9975316088","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-19","2023","06","21.3724664484","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-20","2023","06","19.9803165525","NRSC VIC MODEL"
"Odisha","Cuttack","2023-06-21","2023","06","19.1908222412","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-02","2023","06","18.5676224186","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-01","2023","06","19.4765940442","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-03","2023","06","17.8424152944","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-04","2023","06","17.3715346157","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-05","2023","06","20.2501946498","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-06","2023","06","18.9665610956","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-07","2023","06","18.2936138096","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-08","2023","06","17.7677719883","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-09","2023","06","17.3427303265","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-11","2023","06","16.5594152417","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-10","2023","06","16.9290763326","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-12","2023","06","16.3031350893","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-13","2023","06","16.8401735821","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-14","2023","06","16.546499362","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-15","2023","06","16.5836018921","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-16","2023","06","16.3895770695","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-17","2023","06","16.040114201","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-18","2023","06","17.5995705644","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-19","2023","06","17.562397946","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-20","2023","06","17.3443969131","NRSC VIC MODEL"
"Odisha","Deogarh","2023-06-21","2023","06","16.9777133041","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-02","2023","06","25.3673641604","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-01","2023","06","25.9656679109","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-03","2023","06","24.6963035201","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-04","2023","06","25.3520533492","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-05","2023","06","28.9707928234","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-06","2023","06","26.9406636888","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-07","2023","06","26.4283067748","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-08","2023","06","25.6266911693","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-09","2023","06","25.0645441238","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-11","2023","06","26.9427151905","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-10","2023","06","24.4965544269","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-12","2023","06","25.7472667053","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-13","2023","06","25.8989358249","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-14","2023","06","25.1452305822","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-15","2023","06","24.5805897181","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-16","2023","06","24.0271649433","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-17","2023","06","23.5280335827","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-18","2023","06","24.9204829045","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-19","2023","06","28.2492390282","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-20","2023","06","26.5230349856","NRSC VIC MODEL"
"Odisha","Dhenkanal","2023-06-21","2023","06","25.6210842187","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-02","2023","06","25.7972694601","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-01","2023","06","26.4468549802","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-03","2023","06","25.0148266461","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-04","2023","06","27.1658976068","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-05","2023","06","28.1044555741","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-06","2023","06","26.4177298912","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-07","2023","06","25.473500783","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-08","2023","06","25.2439497078","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-09","2023","06","24.5635697539","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-10","2023","06","23.9347682038","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-11","2023","06","27.3695724998","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-12","2023","06","25.3077856918","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-13","2023","06","25.0573154572","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-14","2023","06","24.3026057299","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-15","2023","06","26.2405560155","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-16","2023","06","24.8194877276","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-17","2023","06","24.1375118075","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-19","2023","06","29.9365412404","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-20","2023","06","27.5533343193","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-18","2023","06","23.6604122708","NRSC VIC MODEL"
"Odisha","Gajapati","2023-06-21","2023","06","26.4568892463","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-02","2023","06","24.3602887015","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-01","2023","06","25.3486640678","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-03","2023","06","23.6581877389","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-04","2023","06","27.9091545185","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-05","2023","06","26.7891024577","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-06","2023","06","25.5410737248","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-07","2023","06","24.7422158503","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-08","2023","06","25.2976669471","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-09","2023","06","24.4555791327","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-10","2023","06","23.7329685578","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-11","2023","06","27.0445772277","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-12","2023","06","25.1925073451","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-13","2023","06","25.872353114","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-14","2023","06","24.7241774204","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-15","2023","06","24.9283286904","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-16","2023","06","24.0129223986","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-17","2023","06","23.9953736318","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-19","2023","06","28.4702562359","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-20","2023","06","26.2991222178","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-18","2023","06","23.3696442776","NRSC VIC MODEL"
"Odisha","Ganjam","2023-06-21","2023","06","25.3030639639","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-02","2023","06","17.7321664981","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-01","2023","06","18.1971970212","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-03","2023","06","17.328281018","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-04","2023","06","16.9502741066","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-05","2023","06","16.6515839895","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-06","2023","06","16.3140375569","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-07","2023","06","16.602836004","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-08","2023","06","16.4594647344","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-09","2023","06","17.4960025204","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-11","2023","06","18.0554741244","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-10","2023","06","17.106668446","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-12","2023","06","17.4915907501","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-13","2023","06","19.2802083","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-14","2023","06","19.0654345008","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-15","2023","06","18.478823523","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-16","2023","06","18.0369321442","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-17","2023","06","17.5731188837","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-18","2023","06","17.1777906938","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-19","2023","06","19.4057117132","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-20","2023","06","18.3558219942","NRSC VIC MODEL"
"Odisha","Jagatsinghapur","2023-06-21","2023","06","17.8085187456","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-02","2023","06","19.4948323348","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-01","2023","06","20.1312956337","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-03","2023","06","19.485032419","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-04","2023","06","19.7963767181","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-05","2023","06","23.7204191292","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-06","2023","06","21.898406531","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-07","2023","06","21.352083272","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-08","2023","06","21.0202427317","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-09","2023","06","20.2975893838","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-11","2023","06","19.9200409007","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-10","2023","06","19.8753696584","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-12","2023","06","19.5554674779","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-13","2023","06","22.8177599112","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-14","2023","06","21.3388802788","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-15","2023","06","20.5553847059","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-16","2023","06","19.9185075416","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-17","2023","06","19.3561499434","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-18","2023","06","19.0317407828","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-19","2023","06","21.8390173649","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-20","2023","06","20.5672626455","NRSC VIC MODEL"
"Odisha","Jajapur","2023-06-21","2023","06","19.8696196259","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-02","2023","06","15.2499174936","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-01","2023","06","15.4644406946","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-03","2023","06","15.043687579","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-04","2023","06","14.8639215922","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-05","2023","06","15.5026342074","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-06","2023","06","15.2566640802","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-07","2023","06","15.0454031459","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-08","2023","06","14.8628166021","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-09","2023","06","14.700951206","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-11","2023","06","14.4125013775","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-10","2023","06","14.5548802632","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-12","2023","06","14.2805713104","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-13","2023","06","14.4188129073","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-14","2023","06","14.2780630277","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-15","2023","06","14.7152493199","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-16","2023","06","14.534746792","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-17","2023","06","14.3599132545","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-18","2023","06","14.2014064915","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-19","2023","06","14.5986573742","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-20","2023","06","14.4285929824","NRSC VIC MODEL"
"Odisha","Jharsuguda","2023-06-21","2023","06","14.9816170974","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-02","2023","06","22.7493946584","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-01","2023","06","23.1648074723","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-03","2023","06","22.3749209453","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-04","2023","06","22.0467821245","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-05","2023","06","23.8135185451","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-06","2023","06","24.1464892425","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-07","2023","06","23.4787384288","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-08","2023","06","23.4978172226","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-09","2023","06","23.0680232046","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-11","2023","06","22.3919732006","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-10","2023","06","22.6924387982","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-12","2023","06","22.4829126503","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-13","2023","06","24.8609257931","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-14","2023","06","23.8998050858","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-15","2023","06","24.7843438336","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-16","2023","06","24.1029775046","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-17","2023","06","23.97304485","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-18","2023","06","23.4958141703","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-19","2023","06","23.7775062645","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-20","2023","06","24.5470681279","NRSC VIC MODEL"
"Odisha","Kalahandi","2023-06-21","2023","06","26.2260264142","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-02","2023","06","23.2687598468","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-01","2023","06","23.960711325","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-03","2023","06","22.7071715307","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-04","2023","06","22.5916282878","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-05","2023","06","24.0732448787","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-06","2023","06","23.3727733574","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-07","2023","06","22.7484531092","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-08","2023","06","22.7350513089","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-09","2023","06","22.2344047686","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-11","2023","06","22.0674129738","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-10","2023","06","21.7923360276","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-12","2023","06","21.5388828625","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-13","2023","06","21.7491399527","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-14","2023","06","21.3275675527","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-15","2023","06","22.7940624971","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-16","2023","06","22.2293265846","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-17","2023","06","21.7803261933","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-18","2023","06","21.3807201983","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-19","2023","06","25.0428588327","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-20","2023","06","24.2784414341","NRSC VIC MODEL"
"Odisha","Kandhamal","2023-06-21","2023","06","23.3279291687","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-02","2023","06","18.2570617577","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-01","2023","06","19.2148729676","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-03","2023","06","17.9277403187","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-04","2023","06","17.3438384433","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-05","2023","06","17.2724664582","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-06","2023","06","16.720201433","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-07","2023","06","17.9376987094","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-08","2023","06","17.4045516554","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-09","2023","06","18.048171803","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-11","2023","06","20.2039164535","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-10","2023","06","20.1706752945","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-12","2023","06","19.8426231063","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-13","2023","06","22.7618166843","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-14","2023","06","22.3797078947","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-15","2023","06","21.1553478938","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-16","2023","06","20.7047606853","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-17","2023","06","19.8497178607","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-18","2023","06","19.1422722544","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-19","2023","06","19.4948924554","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-20","2023","06","18.7640993439","NRSC VIC MODEL"
"Odisha","Kendrapara","2023-06-21","2023","06","18.160084279","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-02","2023","06","25.0198405109","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-01","2023","06","25.847177051","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-03","2023","06","24.1545341025","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-04","2023","06","25.7620787639","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-05","2023","06","25.9442816264","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-06","2023","06","24.8061852347","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-07","2023","06","24.2672093917","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-08","2023","06","23.576010435","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-09","2023","06","22.9801977154","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-11","2023","06","22.972179774","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-10","2023","06","22.416895933","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-12","2023","06","22.3100231647","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-13","2023","06","22.572425776","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-14","2023","06","23.0089213212","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-15","2023","06","22.4430319923","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-16","2023","06","22.5468881216","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-17","2023","06","21.9469000038","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-18","2023","06","24.8586705141","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-19","2023","06","27.2275262368","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-20","2023","06","24.9975543829","NRSC VIC MODEL"
"Odisha","Kendujhar","2023-06-21","2023","06","24.0694737738","NRSC VIC MODEL"
